Sample_ID,Data_Type,Condition,Damage_Type,Vent_Holes,Fiber_Volume_Fraction,Void_Content,Fiber_Orientation_Degree,LBP_Feature_1,LBP_Feature_2,Texture_Contrast,Average_Temperature,Temperature_Variance,Defect_Density,Crack_Length_mm,Fracture_Toughness,Tensile_Strength,Structural_Integrity_Class
2322,Thermograph,Mixed,Thermal Anomaly,5,0.698,0.038,51.98,0.636,0.664,0.892,77.9,5.77,0.082,1.75,26.4,780.71,Low
2323,Thermograph,Mixed,None,3,0.461,0.059,77.0,0.98,0.724,0.288,97.02,5.66,0.134,0.745,20.89,421.59,Low
2324,C-scan (Pristine with Holes),Pristine,None,4,0.494,0.047,6.89,0.562,0.851,0.37,82.37,9.07,0.046,0.109,45.71,644.6,High
2325,Thermograph,Mixed,Thermal Anomaly,5,0.561,0.079,80.04,0.527,0.884,0.233,80.08,2.63,0.144,1.09,48.71,459.8,Medium
2326,Thermograph,Mixed,Thermal Anomaly,6,0.668,0.022,55.12,0.487,0.536,0.446,59.17,14.5,0.087,3.315,53.74,730.04,Medium
2327,C-scan (BVID with Holes),Damaged,BVID,3,0.602,0.068,29.97,0.932,0.544,0.77,81.92,8.31,0.189,1.528,23.44,706.06,Low
2328,C-scan (Pristine with Holes),Pristine,None,6,0.488,0.017,84.42,0.666,0.667,0.552,66.63,1.45,0.017,0.947,21.1,404.78,Low
2329,Thermograph,Mixed,Thermal Anomaly,4,0.674,0.04,22.36,0.613,0.84,0.523,85.58,12.91,0.095,2.966,28.58,637.57,Low
2330,C-scan (Pristine with Holes),Pristine,None,2,0.601,0.079,35.03,0.951,0.122,0.597,69.46,1.19,0.044,0.275,25.84,792.08,Low
2331,C-scan (Pristine with Holes),Pristine,None,4,0.685,0.079,85.72,0.31,0.509,0.863,117.13,6.34,0.013,0.767,47.55,725.6,High
2332,C-scan (Pristine with Holes),Pristine,None,6,0.528,0.066,88.01,0.52,0.458,0.31,59.29,6.42,0.05,0.397,49.93,846.31,High
2333,C-scan (BVID with Holes),Damaged,BVID,2,0.536,0.045,79.74,0.206,0.893,0.847,31.64,4.54,0.155,2.002,41.05,570.01,Medium
2334,Thermograph,Mixed,None,2,0.496,0.047,85.33,0.237,0.407,0.841,47.4,5.77,0.052,3.366,38.8,872.89,Medium
2335,Thermograph,Mixed,Thermal Anomaly,2,0.593,0.023,63.71,0.275,0.77,0.461,96.05,3.32,0.048,0.846,44.48,496.82,Medium
2336,C-scan (Pristine with Holes),Pristine,None,5,0.597,0.019,13.57,0.165,0.25,0.578,25.51,11.97,0.048,0.543,47.59,887.16,High
2337,Thermograph,Mixed,Thermal Anomaly,2,0.646,0.07,12.67,0.721,0.873,0.725,63.05,11.14,0.085,1.512,26.74,473.63,Low
2338,Thermograph,Mixed,None,2,0.698,0.027,27.71,0.922,0.12,0.888,69.76,4.68,0.105,1.293,23.73,688.62,Low
2339,Thermograph,Mixed,Thermal Anomaly,3,0.471,0.012,28.57,0.707,0.413,0.282,100.13,2.3,0.124,3.165,43.93,896.22,Medium
2340,C-scan (Pristine with Holes),Pristine,None,6,0.667,0.077,67.33,0.804,0.439,0.398,42.72,3.69,0.016,0.729,59.15,482.29,High
2341,C-scan (Pristine with Holes),Pristine,None,5,0.452,0.064,81.14,0.704,0.547,0.536,45.6,4.11,0.05,0.131,31.19,874.63,Medium
2342,C-scan (Pristine with Holes),Pristine,None,3,0.674,0.079,69.99,0.234,0.421,0.899,35.62,7.62,0.017,0.855,33.82,499.57,Medium
2343,C-scan (Pristine with Holes),Pristine,None,3,0.578,0.055,75.2,0.513,0.497,0.345,70.7,5.68,0.031,0.82,44.32,863.59,Medium
2344,Thermograph,Mixed,None,6,0.455,0.033,80.29,0.318,0.393,0.565,76.3,6.15,0.067,0.695,57.59,671.9,High
2345,Thermograph,Mixed,None,2,0.532,0.074,2.79,0.263,0.814,0.618,57.01,5.27,0.147,1.14,51.35,421.8,Medium
2346,C-scan (BVID with Holes),Damaged,BVID,3,0.66,0.073,0.84,0.438,0.515,0.228,84.85,10.65,0.132,3.901,48.07,833.48,Medium
2347,C-scan (BVID with Holes),Damaged,BVID,3,0.456,0.042,78.16,0.688,0.235,0.223,117.17,3.26,0.103,3.325,50.36,390.41,Medium
2348,Thermograph,Mixed,None,4,0.597,0.019,52.97,0.417,0.123,0.895,67.15,9.87,0.057,1.126,53.21,782.86,High
2349,C-scan (BVID with Holes),Damaged,BVID,4,0.561,0.041,46.82,0.822,0.457,0.291,29.98,5.66,0.145,2.671,45.75,538.28,Medium
2350,C-scan (Pristine with Holes),Pristine,None,6,0.678,0.074,82.95,0.113,0.423,0.456,74.17,14.63,0.033,0.993,52.2,756.83,High
2351,Thermograph,Mixed,None,2,0.568,0.013,61.39,0.744,0.48,0.668,61.15,2.1,0.071,2.045,42.25,528.34,Medium
2352,C-scan (BVID with Holes),Damaged,BVID,2,0.479,0.024,1.39,0.343,0.463,0.437,67.65,13.8,0.089,2.404,43.19,734.47,Medium
2353,C-scan (BVID with Holes),Damaged,BVID,4,0.668,0.036,33.5,0.705,0.335,0.28,61.82,14.46,0.191,2.949,29.93,606.71,Low
2354,C-scan (Pristine with Holes),Pristine,None,4,0.66,0.073,25.05,0.986,0.747,0.451,75.07,12.41,0.039,0.419,45.24,351.59,High
2355,C-scan (BVID with Holes),Damaged,BVID,3,0.567,0.016,35.34,0.232,0.518,0.728,94.77,4.85,0.096,2.756,20.35,384.36,Low
2356,C-scan (BVID with Holes),Damaged,BVID,3,0.452,0.03,89.35,0.188,0.853,0.542,61.54,4.3,0.092,2.742,31.34,742.36,Medium
2357,C-scan (BVID with Holes),Damaged,BVID,4,0.651,0.049,79.81,0.307,0.982,0.863,115.53,11.78,0.189,2.668,22.39,729.72,Low
2358,Thermograph,Mixed,None,2,0.657,0.011,65.48,0.569,0.214,0.713,109.39,8.08,0.099,1.389,42.08,416.52,Medium
2359,C-scan (BVID with Holes),Damaged,BVID,6,0.677,0.062,70.8,0.731,0.636,0.255,52.3,9.25,0.145,3.034,59.65,856.35,Medium
2360,Thermograph,Mixed,None,3,0.513,0.019,19.13,0.244,0.455,0.354,39.74,8.9,0.044,0.904,33.74,549.46,Medium
2361,Thermograph,Mixed,None,3,0.56,0.069,32.74,0.571,0.69,0.859,93.75,3.52,0.102,3.073,29.44,743.88,Low
2362,Thermograph,Mixed,Thermal Anomaly,2,0.509,0.068,12.39,0.372,0.124,0.642,104.94,2.29,0.031,2.381,42.26,692.95,Medium
2363,C-scan (Pristine with Holes),Pristine,None,3,0.553,0.059,8.68,0.237,0.591,0.539,117.17,14.57,0.038,0.48,20.04,885.09,Low
2364,C-scan (BVID with Holes),Damaged,BVID,5,0.455,0.062,17.65,0.343,0.932,0.443,57.41,11.56,0.123,3.431,30.51,357.04,Medium
2365,C-scan (BVID with Holes),Damaged,BVID,2,0.478,0.042,76.1,0.568,0.104,0.596,36.77,5.6,0.153,3.332,51.63,827.06,Medium
2366,Thermograph,Mixed,None,2,0.486,0.073,73.96,0.202,0.503,0.873,80.96,11.31,0.111,3.301,27.52,799.43,Low
2367,C-scan (BVID with Holes),Damaged,BVID,5,0.555,0.056,26.53,0.749,0.447,0.884,77.96,6.32,0.18,4.221,56.15,718.23,Medium
2368,C-scan (Pristine with Holes),Pristine,None,5,0.656,0.027,64.56,0.422,0.893,0.665,108.05,14.09,0.047,0.518,52.48,458.86,High
2369,C-scan (BVID with Holes),Damaged,BVID,5,0.685,0.053,21.74,0.854,0.394,0.684,58.74,5.71,0.149,1.484,33.16,386.59,Medium
2370,Thermograph,Mixed,Thermal Anomaly,4,0.689,0.072,18.42,0.819,0.471,0.43,82.83,5.57,0.139,2.766,49.52,864.54,Medium
2371,Thermograph,Mixed,Thermal Anomaly,5,0.644,0.047,10.38,0.222,0.945,0.469,111.1,13.89,0.042,2.425,43.08,897.35,Medium
2372,C-scan (BVID with Holes),Damaged,BVID,5,0.608,0.02,64.08,0.682,0.242,0.345,37.86,9.65,0.093,2.042,48.1,745.53,Medium
2373,C-scan (Pristine with Holes),Pristine,None,3,0.494,0.025,17.5,0.211,0.571,0.306,47.13,3.01,0.043,0.426,42.83,639.84,Medium
2374,C-scan (BVID with Holes),Damaged,BVID,4,0.573,0.019,25.27,0.81,0.625,0.396,25.1,6.96,0.16,4.785,29.43,739.0,Low
2375,C-scan (Pristine with Holes),Pristine,None,6,0.478,0.051,58.83,0.325,0.786,0.647,84.55,13.67,0.049,0.469,30.94,461.2,Medium
2376,Thermograph,Mixed,Thermal Anomaly,5,0.541,0.012,13.22,0.33,0.164,0.27,67.03,11.28,0.137,0.842,20.99,865.03,Low
2377,C-scan (BVID with Holes),Damaged,BVID,3,0.612,0.033,31.91,0.889,0.393,0.45,91.11,6.7,0.17,3.681,50.29,479.0,Medium
2378,C-scan (Pristine with Holes),Pristine,None,3,0.672,0.022,30.25,0.835,0.559,0.222,41.5,12.89,0.028,0.799,28.48,622.99,Low
2379,C-scan (Pristine with Holes),Pristine,None,2,0.503,0.032,18.32,0.495,0.712,0.397,49.2,9.93,0.032,0.371,59.09,484.15,High
2380,Thermograph,Mixed,Thermal Anomaly,5,0.696,0.049,28.72,0.412,0.645,0.434,45.86,10.08,0.097,2.747,55.15,555.27,Medium
2381,Thermograph,Mixed,Thermal Anomaly,3,0.474,0.073,22.95,0.286,0.464,0.687,96.1,1.41,0.108,1.635,54.17,554.18,Medium
2382,C-scan (BVID with Holes),Damaged,BVID,2,0.54,0.036,52.95,0.635,0.855,0.811,66.55,13.35,0.135,4.477,58.19,883.78,Medium
2383,C-scan (Pristine with Holes),Pristine,None,3,0.615,0.067,64.71,0.592,0.355,0.709,87.88,0.83,0.01,0.197,56.59,863.98,High
2384,C-scan (Pristine with Holes),Pristine,None,3,0.612,0.046,81.02,0.848,0.638,0.339,74.42,5.98,0.011,0.643,20.71,879.53,Low
2385,Thermograph,Mixed,Thermal Anomaly,5,0.571,0.066,61.23,0.771,0.406,0.426,31.76,2.98,0.04,1.672,55.67,624.71,High
2386,Thermograph,Mixed,None,4,0.65,0.045,17.1,0.544,0.364,0.653,86.88,13.98,0.108,1.977,42.82,800.15,Medium
2387,C-scan (BVID with Holes),Damaged,BVID,4,0.567,0.053,0.47,0.312,0.958,0.518,107.27,8.84,0.092,1.845,33.27,615.54,Medium
2388,C-scan (Pristine with Holes),Pristine,None,6,0.535,0.078,59.59,0.68,0.314,0.647,38.22,7.84,0.03,0.2,35.93,427.8,Medium
2389,Thermograph,Mixed,None,3,0.652,0.025,30.78,0.405,0.122,0.263,89.59,9.83,0.109,2.728,46.08,832.1,Medium
2390,Thermograph,Mixed,Thermal Anomaly,3,0.639,0.073,47.17,0.997,0.711,0.794,92.7,6.81,0.057,2.601,45.58,781.09,High
2391,C-scan (Pristine with Holes),Pristine,None,6,0.584,0.024,1.67,0.149,0.269,0.302,119.95,1.05,0.027,0.838,53.97,868.12,High
2392,C-scan (Pristine with Holes),Pristine,None,3,0.464,0.024,20.99,0.113,0.28,0.733,51.04,10.53,0.013,0.154,34.29,456.14,Medium
2393,C-scan (Pristine with Holes),Pristine,None,4,0.493,0.057,29.97,0.253,0.423,0.648,69.42,6.8,0.024,0.805,27.84,444.93,Low
2394,C-scan (BVID with Holes),Damaged,BVID,6,0.513,0.012,11.94,0.536,0.905,0.637,97.8,2.32,0.12,4.612,22.21,513.42,Low
2395,C-scan (Pristine with Holes),Pristine,None,3,0.665,0.033,21.57,0.259,0.704,0.392,69.58,6.2,0.011,0.458,45.74,443.83,High
2396,C-scan (BVID with Holes),Damaged,BVID,4,0.528,0.022,57.68,0.138,0.515,0.8,88.03,14.14,0.144,4.665,43.43,787.05,Medium
2397,C-scan (BVID with Holes),Damaged,BVID,3,0.532,0.044,37.78,0.249,0.297,0.702,66.42,2.65,0.087,2.008,40.54,635.36,Medium
2398,C-scan (BVID with Holes),Damaged,BVID,5,0.504,0.038,44.56,0.138,0.263,0.42,115.12,1.88,0.107,2.896,58.37,641.81,Medium
2399,C-scan (BVID with Holes),Damaged,BVID,6,0.46,0.07,4.06,0.245,0.695,0.489,102.27,10.92,0.124,2.271,35.7,873.16,Medium
2400,C-scan (BVID with Holes),Damaged,BVID,6,0.675,0.067,13.31,0.489,0.313,0.897,69.06,13.42,0.103,2.159,49.24,873.9,Medium
2401,C-scan (Pristine with Holes),Pristine,None,5,0.684,0.06,41.47,0.307,0.6,0.628,44.73,5.85,0.038,0.29,52.43,615.91,High
2402,Thermograph,Mixed,Thermal Anomaly,6,0.475,0.066,85.55,0.584,0.183,0.349,95.18,10.68,0.045,2.205,22.61,806.31,Low
2403,Thermograph,Mixed,None,6,0.601,0.022,48.28,0.172,0.575,0.388,86.69,1.36,0.077,3.104,30.49,736.97,Medium
2404,Thermograph,Mixed,Thermal Anomaly,5,0.547,0.015,2.89,0.711,0.278,0.768,117.41,1.62,0.15,2.588,53.39,798.59,Medium
2405,Thermograph,Mixed,Thermal Anomaly,6,0.552,0.011,63.81,0.295,0.501,0.424,90.38,11.64,0.11,0.787,28.91,411.96,Low
2406,Thermograph,Mixed,None,4,0.684,0.016,43.62,0.653,0.491,0.579,95.5,1.05,0.099,1.488,32.34,836.94,Medium
2407,C-scan (BVID with Holes),Damaged,BVID,6,0.511,0.055,65.01,0.351,0.328,0.625,105.19,13.17,0.126,4.709,23.2,748.82,Low
2408,Thermograph,Mixed,Thermal Anomaly,4,0.64,0.062,10.44,0.679,0.222,0.398,54.74,3.28,0.108,2.377,57.85,590.43,Medium
2409,C-scan (BVID with Holes),Damaged,BVID,4,0.578,0.017,9.42,0.659,0.315,0.553,108.97,11.02,0.158,2.046,48.03,441.26,Medium
2410,C-scan (BVID with Holes),Damaged,BVID,3,0.7,0.045,34.23,0.601,0.992,0.307,60.17,1.63,0.154,1.492,47.5,765.14,Medium
2411,C-scan (Pristine with Holes),Pristine,None,3,0.653,0.047,17.25,0.631,0.652,0.434,25.62,3.27,0.029,0.175,57.61,820.99,High
2412,Thermograph,Mixed,Thermal Anomaly,4,0.635,0.039,87.99,0.75,0.299,0.647,114.07,4.39,0.076,0.83,42.92,484.04,Medium
2413,C-scan (BVID with Holes),Damaged,BVID,6,0.489,0.028,65.4,0.254,0.348,0.271,60.47,11.08,0.099,2.575,24.71,456.68,Low
2414,Thermograph,Mixed,Thermal Anomaly,3,0.57,0.08,20.3,0.755,0.716,0.521,89.14,3.06,0.034,1.047,51.4,364.13,High
2415,C-scan (BVID with Holes),Damaged,BVID,2,0.461,0.078,36.29,0.108,0.548,0.855,85.24,7.75,0.196,2.279,44.16,507.64,Medium
2416,Thermograph,Mixed,Thermal Anomaly,5,0.676,0.043,4.36,0.575,0.189,0.509,60.89,4.01,0.119,1.855,21.24,893.88,Low
2417,Thermograph,Mixed,None,3,0.516,0.027,58.04,0.94,0.711,0.768,55.55,8.16,0.083,3.418,56.27,353.96,Medium
2418,Thermograph,Mixed,Thermal Anomaly,6,0.654,0.034,33.28,0.3,0.229,0.567,108.08,2.94,0.106,1.274,59.23,839.42,Medium
2419,C-scan (BVID with Holes),Damaged,BVID,6,0.693,0.062,7.89,0.448,0.861,0.606,77.04,13.39,0.157,4.152,45.47,493.65,Medium
2420,Thermograph,Mixed,None,4,0.656,0.026,59.24,0.573,0.844,0.31,28.78,8.99,0.116,1.6,30.01,504.26,Medium
2421,C-scan (BVID with Holes),Damaged,BVID,5,0.579,0.03,50.9,0.37,0.277,0.685,54.1,3.94,0.198,1.068,43.98,496.95,Medium
2422,Thermograph,Mixed,None,6,0.606,0.016,74.08,0.72,0.869,0.585,118.37,10.17,0.113,2.111,37.49,375.24,Medium
2423,C-scan (BVID with Holes),Damaged,BVID,4,0.501,0.068,66.34,0.295,0.958,0.627,53.94,6.03,0.107,1.056,34.56,762.82,Medium
2424,C-scan (Pristine with Holes),Pristine,None,2,0.546,0.032,61.65,0.168,0.552,0.766,66.06,8.96,0.043,0.784,33.81,837.94,Medium
2425,C-scan (Pristine with Holes),Pristine,None,6,0.559,0.077,12.26,0.582,0.447,0.892,96.72,4.31,0.025,0.6,22.74,413.91,Low
2426,Thermograph,Mixed,Thermal Anomaly,3,0.653,0.078,57.54,0.331,0.653,0.222,46.17,11.58,0.069,1.95,48.56,507.69,High
2427,C-scan (BVID with Holes),Damaged,BVID,2,0.509,0.072,74.97,0.919,0.543,0.825,115.44,8.86,0.18,1.207,48.58,596.74,Medium
2428,C-scan (Pristine with Holes),Pristine,None,4,0.656,0.078,54.68,0.248,0.99,0.445,68.61,13.48,0.044,0.436,20.25,363.03,Low
2429,C-scan (Pristine with Holes),Pristine,None,6,0.627,0.057,7.2,0.774,0.734,0.898,45.09,2.3,0.029,0.595,29.8,888.73,Low
2430,C-scan (BVID with Holes),Damaged,BVID,5,0.693,0.012,17.16,0.752,0.157,0.711,57.61,9.0,0.138,4.352,55.05,650.01,Medium
2431,C-scan (BVID with Holes),Damaged,BVID,3,0.555,0.036,35.74,0.416,0.924,0.837,100.87,3.21,0.082,3.821,56.71,555.37,Medium
2432,C-scan (Pristine with Holes),Pristine,None,5,0.607,0.038,7.14,0.786,0.256,0.746,68.55,4.22,0.036,0.261,24.24,857.93,Low
2433,Thermograph,Mixed,None,6,0.696,0.025,13.53,0.279,0.433,0.626,114.69,8.07,0.131,2.14,51.55,686.26,Medium
2434,Thermograph,Mixed,None,6,0.517,0.041,38.34,0.859,0.482,0.209,106.14,8.69,0.092,1.913,50.4,633.88,Medium
2435,C-scan (Pristine with Holes),Pristine,None,2,0.476,0.076,32.64,0.777,0.728,0.711,67.89,3.33,0.011,0.757,35.34,522.3,Medium
2436,C-scan (BVID with Holes),Damaged,BVID,5,0.514,0.027,24.07,0.123,0.126,0.24,38.8,6.85,0.157,1.922,21.62,896.88,Low
2437,C-scan (BVID with Holes),Damaged,BVID,5,0.489,0.016,3.02,0.655,0.931,0.503,42.65,6.3,0.147,2.741,22.07,510.97,Low
2438,C-scan (Pristine with Holes),Pristine,None,4,0.672,0.056,59.44,0.672,0.571,0.707,65.46,6.62,0.02,0.99,24.51,536.58,Low
2439,Thermograph,Mixed,None,5,0.581,0.061,69.32,0.439,0.525,0.805,105.17,8.9,0.146,0.873,24.43,483.84,Low
2440,C-scan (Pristine with Holes),Pristine,None,3,0.51,0.062,15.7,0.793,0.726,0.62,68.67,8.67,0.046,0.904,52.75,739.63,High
2441,C-scan (Pristine with Holes),Pristine,None,4,0.572,0.06,0.41,0.975,0.481,0.351,57.4,0.88,0.049,0.626,54.85,368.05,High
2442,Thermograph,Mixed,Thermal Anomaly,2,0.486,0.073,87.07,0.617,0.15,0.205,61.22,7.02,0.049,3.259,37.58,431.26,Medium
2443,Thermograph,Mixed,Thermal Anomaly,4,0.513,0.019,27.77,0.892,0.54,0.852,63.14,9.92,0.056,0.513,32.3,630.99,Medium
2444,C-scan (Pristine with Holes),Pristine,None,5,0.484,0.016,5.62,0.146,0.683,0.421,80.91,13.33,0.015,0.762,25.95,627.18,Low
2445,C-scan (Pristine with Holes),Pristine,None,4,0.58,0.039,29.23,0.37,0.732,0.431,49.79,11.24,0.046,0.134,25.98,469.27,Low
2446,C-scan (BVID with Holes),Damaged,BVID,3,0.51,0.022,60.96,0.133,0.207,0.834,75.86,6.44,0.187,2.158,50.19,512.25,Medium
2447,C-scan (Pristine with Holes),Pristine,None,6,0.652,0.015,39.96,0.13,0.494,0.452,103.88,4.46,0.035,0.691,57.02,466.22,High
2448,C-scan (BVID with Holes),Damaged,BVID,4,0.475,0.044,58.13,0.267,0.74,0.819,93.27,6.86,0.081,1.862,20.58,660.37,Low
2449,C-scan (Pristine with Holes),Pristine,None,3,0.626,0.065,0.87,0.537,0.347,0.388,79.42,13.19,0.016,0.192,44.23,361.0,Medium
2450,Thermograph,Mixed,None,2,0.532,0.041,76.05,0.967,0.276,0.736,62.98,8.11,0.091,2.455,32.56,419.16,Medium
2451,C-scan (Pristine with Holes),Pristine,None,5,0.526,0.063,31.71,0.462,0.969,0.9,116.09,13.65,0.03,0.365,55.49,814.64,High
2452,C-scan (Pristine with Holes),Pristine,None,4,0.657,0.028,4.18,0.201,0.985,0.623,71.34,7.32,0.031,0.323,56.0,371.75,High
2453,Thermograph,Mixed,Thermal Anomaly,5,0.529,0.013,35.07,0.687,0.294,0.703,77.41,8.86,0.109,1.989,23.85,534.65,Low
2454,C-scan (Pristine with Holes),Pristine,None,6,0.555,0.075,54.26,0.524,0.482,0.711,51.67,7.09,0.043,0.846,29.34,779.65,Low
2455,Thermograph,Mixed,None,3,0.668,0.064,51.2,0.326,0.859,0.834,110.22,4.35,0.093,3.485,33.42,669.41,Medium
2456,C-scan (BVID with Holes),Damaged,BVID,5,0.688,0.017,2.53,0.951,0.136,0.592,45.18,3.86,0.179,4.479,36.74,756.55,Medium
2457,C-scan (BVID with Holes),Damaged,BVID,5,0.61,0.037,21.8,0.357,0.859,0.57,82.52,7.09,0.162,3.392,22.25,727.62,Low
2458,C-scan (BVID with Holes),Damaged,BVID,3,0.664,0.079,12.09,0.326,0.923,0.877,98.56,13.96,0.172,3.064,33.56,581.43,Medium
2459,C-scan (BVID with Holes),Damaged,BVID,6,0.488,0.02,49.79,0.727,0.216,0.497,106.4,1.34,0.132,2.694,33.88,808.24,Medium
2460,C-scan (BVID with Holes),Damaged,BVID,6,0.476,0.03,80.97,0.982,0.148,0.627,40.34,11.39,0.087,4.138,42.26,559.41,Medium
2461,C-scan (Pristine with Holes),Pristine,None,6,0.668,0.025,17.77,0.675,0.704,0.22,88.69,2.33,0.049,0.497,27.56,503.33,Low
2462,C-scan (Pristine with Holes),Pristine,None,2,0.549,0.063,79.23,0.881,0.711,0.326,66.76,2.65,0.039,0.867,27.95,746.9,Low
2463,Thermograph,Mixed,None,6,0.532,0.054,8.18,0.208,0.773,0.727,87.02,8.65,0.1,2.669,29.66,368.54,Low
2464,Thermograph,Mixed,None,2,0.622,0.017,68.18,0.629,0.346,0.791,94.7,2.93,0.034,1.658,37.31,618.99,Medium
2465,C-scan (Pristine with Holes),Pristine,None,4,0.691,0.048,48.39,0.504,0.4,0.416,51.35,7.98,0.035,0.822,20.3,425.17,Low
2466,Thermograph,Mixed,Thermal Anomaly,5,0.512,0.026,1.75,0.358,0.602,0.25,118.37,6.06,0.122,0.806,47.87,812.84,Medium
2467,C-scan (BVID with Holes),Damaged,BVID,4,0.483,0.04,23.75,0.698,0.68,0.557,80.67,12.92,0.152,1.082,37.89,887.51,Medium
2468,Thermograph,Mixed,None,5,0.687,0.075,58.26,0.46,0.837,0.755,115.77,10.95,0.031,1.865,39.87,441.97,Medium
2469,C-scan (Pristine with Holes),Pristine,None,4,0.639,0.061,0.4,0.552,0.177,0.413,47.45,11.08,0.044,0.138,31.42,541.55,Medium
2470,C-scan (BVID with Holes),Damaged,BVID,5,0.672,0.075,20.54,0.229,0.503,0.339,76.65,2.7,0.176,2.895,38.84,388.67,Medium
2471,C-scan (Pristine with Holes),Pristine,None,2,0.642,0.042,52.66,0.438,0.893,0.756,88.45,11.65,0.035,0.936,48.31,470.51,High
2472,C-scan (BVID with Holes),Damaged,BVID,4,0.523,0.048,33.42,0.151,0.289,0.612,108.01,3.94,0.096,4.05,53.95,393.87,Medium
2473,Thermograph,Mixed,Thermal Anomaly,5,0.695,0.068,65.57,0.87,0.626,0.397,51.87,8.83,0.096,1.654,58.29,596.22,Medium
2474,C-scan (BVID with Holes),Damaged,BVID,2,0.675,0.046,14.51,0.432,0.838,0.499,56.01,1.96,0.171,1.533,44.37,411.61,Medium
2475,C-scan (Pristine with Holes),Pristine,None,5,0.478,0.055,29.18,0.762,0.616,0.294,31.62,2.14,0.044,0.404,35.53,858.24,Medium
2476,Thermograph,Mixed,Thermal Anomaly,3,0.662,0.013,63.57,0.241,0.519,0.872,84.26,13.34,0.115,2.667,24.88,561.45,Low
2477,Thermograph,Mixed,Thermal Anomaly,4,0.642,0.025,75.51,0.556,0.761,0.295,42.69,7.99,0.14,3.187,31.28,849.77,Medium
2478,Thermograph,Mixed,None,2,0.464,0.076,85.95,0.435,0.955,0.726,95.14,11.34,0.118,0.708,27.34,691.11,Low
2479,Thermograph,Mixed,Thermal Anomaly,4,0.482,0.069,56.82,0.248,0.663,0.524,115.71,12.97,0.078,1.868,36.4,390.13,Medium
2480,C-scan (Pristine with Holes),Pristine,None,4,0.662,0.022,80.91,0.365,0.968,0.629,48.64,3.99,0.011,0.817,31.68,802.89,Medium
2481,C-scan (BVID with Holes),Damaged,BVID,2,0.514,0.06,9.79,0.436,0.492,0.244,30.96,3.39,0.114,3.859,32.04,815.98,Medium
2482,C-scan (BVID with Holes),Damaged,BVID,3,0.558,0.018,73.76,0.714,0.84,0.544,68.65,14.02,0.164,3.553,39.42,497.56,Medium
2483,C-scan (BVID with Holes),Damaged,BVID,3,0.613,0.041,27.68,0.204,0.594,0.466,40.8,5.24,0.166,2.846,48.7,840.9,Medium
2484,C-scan (BVID with Holes),Damaged,BVID,5,0.533,0.064,37.19,0.312,0.769,0.348,79.44,12.42,0.178,3.63,50.25,366.99,Medium
2485,C-scan (Pristine with Holes),Pristine,None,6,0.62,0.019,4.09,0.726,0.593,0.579,118.21,2.14,0.036,0.247,46.53,722.26,High
2486,C-scan (Pristine with Holes),Pristine,None,5,0.525,0.059,47.96,0.948,0.575,0.293,58.43,9.79,0.04,0.669,46.97,361.98,High
2487,Thermograph,Mixed,None,4,0.556,0.057,51.81,0.234,0.255,0.361,32.25,1.06,0.087,1.469,38.0,616.82,Medium
2488,C-scan (Pristine with Holes),Pristine,None,5,0.583,0.056,34.23,0.991,0.646,0.472,108.29,3.93,0.026,0.916,48.4,844.51,High
2489,C-scan (BVID with Holes),Damaged,BVID,6,0.624,0.04,38.94,0.917,0.281,0.27,35.66,10.04,0.156,4.703,47.93,573.7,Medium
2490,C-scan (BVID with Holes),Damaged,BVID,2,0.64,0.035,79.1,0.153,0.195,0.732,116.05,10.74,0.094,2.548,59.18,773.25,Medium
2491,Thermograph,Mixed,None,3,0.637,0.078,22.87,0.817,0.177,0.334,108.2,2.84,0.133,2.187,20.56,507.35,Low
2492,C-scan (Pristine with Holes),Pristine,None,4,0.611,0.047,30.55,0.364,0.379,0.374,38.01,11.85,0.012,0.247,53.25,702.72,High
2493,C-scan (BVID with Holes),Damaged,BVID,6,0.63,0.066,79.33,0.128,0.919,0.467,111.22,5.21,0.149,3.925,22.65,468.94,Low
2494,C-scan (BVID with Holes),Damaged,BVID,4,0.538,0.029,32.27,0.168,0.485,0.857,76.07,12.66,0.156,3.888,49.31,820.06,Medium
2495,Thermograph,Mixed,None,3,0.565,0.028,8.51,0.439,0.198,0.684,31.58,1.22,0.063,2.506,49.89,590.84,High
2496,C-scan (Pristine with Holes),Pristine,None,6,0.663,0.067,41.08,0.303,0.566,0.288,38.16,3.78,0.034,0.913,53.6,799.99,High
2497,C-scan (BVID with Holes),Damaged,BVID,4,0.523,0.058,21.91,0.815,0.989,0.675,116.55,13.87,0.094,3.649,42.15,701.07,Medium
2498,C-scan (BVID with Holes),Damaged,BVID,4,0.528,0.018,74.14,0.476,0.86,0.539,81.21,4.1,0.14,3.96,33.58,503.59,Medium
2499,C-scan (BVID with Holes),Damaged,BVID,6,0.694,0.051,60.95,0.919,0.842,0.256,63.42,11.0,0.175,4.947,30.99,371.11,Medium
2500,C-scan (Pristine with Holes),Pristine,None,6,0.659,0.061,34.31,0.979,0.607,0.715,94.73,4.63,0.029,0.478,29.58,505.11,Low
2501,C-scan (Pristine with Holes),Pristine,None,4,0.615,0.075,47.86,0.788,0.323,0.739,85.69,1.03,0.041,0.11,40.37,892.07,Medium
2502,C-scan (Pristine with Holes),Pristine,None,3,0.549,0.03,86.16,0.513,0.382,0.518,108.35,1.18,0.042,0.137,46.57,656.55,High
